Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646

*>i  10.123.146.160/27

                       181.88.79.182            0    100      0 ?

*>i  10.123.146.192/27

                       181.88.69.236            0    100      0 ?

*>i  10.123.146.224/29

                       181.88.69.251            0    100      0 ?

*>i  10.123.147.32/27 181.88.79.134            0    100      0 ?

*>i  10.123.147.64/27 181.88.79.173            0    100      0 ?

*>i  10.123.147.96/27 181.88.69.249            0    100      0 ?

*>i  10.123.147.128/27

                       181.88.79.170            0    100      0 ?

*>i  10.123.147.160/27

                       181.88.79.137            0    100      0 ?

*>i  10.123.147.192/29

                       181.96.23.155            0    100      0 ?

*>i  10.123.148.0/27  181.88.79.173            0    100      0 ?

*>i  10.123.148.32/27 181.88.69.226            0    100      0 ?

*>i  10.123.148.64/27 181.96.23.203            0    100      0 ?

*>i  10.123.148.96/27 181.96.23.155            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.148.128/27

                       181.88.79.199            0    100      0 ?

*>i  10.123.148.160/27

                       181.88.69.249            0    100      0 ?

*>i  10.123.148.192/27

                       181.96.23.155            0    100      0 ?

*>i  10.123.149.0/27  181.88.69.249            0    100      0 ?

*>i  10.123.149.32/27 181.88.69.226            0    100      0 ?

*>i  10.123.149.64/27 181.96.23.155            0    100      0 ?

*>i  10.123.149.96/27 181.96.23.155            0    100      0 ?

*>i  10.123.149.128/27

                       181.88.79.221            0    100      0 ?

*>i  10.123.149.160/27

                       181.88.69.248            0    100      0 ?

*>i  10.123.149.224/27

                       181.88.69.251            0    100      0 ?

*>i  10.123.150.0/28  181.88.69.226            0    100      0 ?

*>i  10.123.150.32/29 186.153.154.9            0    100      0 ?

*>i  10.123.150.64/27 181.88.69.236            0    100      0 ?

*>i  10.123.150.96/27 181.96.23.155            0    100      0 ?

*>i  10.123.150.128/27

                       181.88.69.171            0    100      0 ?

*>i  10.123.150.160/27

                       181.88.69.251            0    100      0 ?

*>i  10.123.150.192/27

                       181.96.23.81             0    100      0 ?

*>i  10.123.150.224/27

                       200.3.61.9               0    100      0 ?

*>i  10.123.151.0/27  181.88.78.129            0    100      0 ?

*>i  10.123.151.32/27 181.88.79.72             0    100      0 ?

*>i  10.123.151.64/27 181.88.79.199            0    100      0 ?

*>i  10.123.151.160/27

                       181.88.69.226            0    100      0 ?

*>i  10.123.151.192/27

                       181.96.23.134            0    100      0 ?

*>i  10.123.151.224/27

                       181.88.69.236            0    100      0 ?

*>i  10.123.152.0/28  181.88.79.178            0    100      0 ?

*>i  10.123.152.16/28 181.88.79.178            0    100      0 ?

*>i  10.123.152.20/30 181.88.79.178            0    100      0 ?

*>i  10.123.152.32/29 181.88.78.129            0    100      0 ?

*>i  10.123.152.64/29 181.96.23.81             0    100      0 ?

*>i  10.123.152.72/29 181.96.23.81             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.152.80/29 181.88.69.251            0    100      0 ?

*>i  10.123.152.88/29 181.88.79.173            0    100      0 ?

*>i  10.123.152.96/28 181.96.115.163           0    100      0 65011 ?

*>i  10.123.152.112/28

                       181.96.115.163           0    100      0 65011 ?

*>i  10.123.152.128/29

                       181.88.69.249            0    100      0 ?

*>i  10.123.152.192/28

                       181.96.23.155            0    100      0 ?

*>i  10.123.152.195/32

                       181.96.23.155            0    100      0 ?

*>i  10.123.152.196/32

                       181.96.23.155            0    100      0 ?

*>i  10.123.152.208/28

                       181.96.23.155            0    100      0 ?

*>i  10.123.152.224/28

                       181.88.79.199            0    100      0 ?

*>i  10.123.152.248/29

                       181.88.79.199            0    100      0 ?

*>i  10.123.153.0/28  181.89.4.60              0    100      0 ?

*>i  10.123.153.32/27 181.88.69.251            0    100      0 ?

*>i  10.123.153.64/27 181.88.79.182            0    100      0 ?

*>i  10.123.153.96/29 181.88.69.236            0    100      0 ?

*>i  10.123.153.216/29

                       181.88.79.134            0    100      0 ?

*>i  10.123.153.224/27

                       181.88.79.134            0    100      0 ?

*>i  10.123.153.232/29

                       181.88.79.134            0    100      0 ?

*>i  10.123.154.0/29  181.88.79.173            0    100      0 ?

*>i  10.123.154.8/30  181.88.79.173            0    100      0 ?

*>i  10.123.154.8/29  181.88.79.173            0    100      0 ?

*>i  10.123.154.11/32 181.88.79.173            0    100      0 ?

*>i  10.123.154.16/29 181.88.79.173            0    100      0 ?

*>i  10.123.154.24/29 181.88.79.173            0    100      0 ?

*>i  10.123.154.32/29 181.88.69.248            0    100      0 ?

*>i  10.123.154.64/30 181.88.69.249            0    100      0 ?

*>i  10.123.154.68/32 181.88.69.249            0    100      0 ?

*>i  10.123.154.96/29 181.96.23.155            0    100      0 ?

*>i  10.123.154.161/32

                       181.88.79.137            0    100      0 ?

*>i  10.123.154.162/32

                       181.88.79.137            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.154.168/29

                       181.88.79.137            0    100      0 ?

*>i  10.123.154.192/27

                       181.88.69.252            0    100      0 ?

*>i  10.123.155.0/28  181.88.69.226            0    100      0 ?

*>i  10.123.155.32/28 181.96.23.203            0    100      0 ?

*>i  10.123.155.144/29

                       181.88.69.249            0    100      0 ?

*>i  10.123.155.152/29

                       181.88.69.249            0    100      0 ?

*>i  10.123.156.0/27  181.88.79.199            0    100      0 ?

*>i  10.123.156.32/29 181.88.79.199            0    100      0 ?

*>i  10.123.156.40/29 181.88.79.199            0    100      0 ?

*>i  10.123.156.64/28 181.96.23.155            0    100      0 ?

*>i  10.123.156.80/28 181.96.23.155            0    100      0 ?

*>i  10.123.156.96/28 181.96.23.155            0    100      0 65011 ?

*>i  10.123.156.112/28

                       181.96.23.155            0    100      0 ?

*>i  10.123.156.128/30

                       181.96.23.155            0    100      0 65011 ?

*>i  10.123.156.224/29

                       186.153.154.9            0    100      0 ?

* i  10.123.156.232/29

                       186.153.154.9            0    100      0 ?

*>i                   181.88.69.249            0    100      0 ?

*>i  10.123.157.0/29  181.88.69.236            0    100      0 ?

*>i  10.123.157.8/29  181.88.69.171            0    100      0 ?

*>i  10.123.157.64/27 181.96.23.155            0    100      0 ?

*>i  10.123.157.96/27 181.88.69.171            0    100      0 ?

*>i  10.123.157.128/28

                       181.88.69.251            0    100      0 ?

*>i  10.123.157.160/27

                       181.96.23.155            0    100      0 ?

*>i  10.123.157.192/27

                       181.88.69.249            0    100      0 ?

*>i  10.123.158.5/32  181.88.79.72             0    100      0 ?

*>i  10.123.158.6/32  181.88.79.72             0    100      0 ?

*>i  10.123.158.40/29 181.88.69.235            0    100      0 ?

*>i  10.123.158.64/29 181.96.115.163           0    100      0 65011 ?

*>i  10.123.158.64/27 181.88.79.173            0    100      0 ?

*>i  10.123.158.128/27

                       181.96.115.193           0    100      0 ?

*>i  10.123.159.96/27 181.88.69.236            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.159.128/27

                       181.88.78.196            0    100      0 ?

*>i  10.123.159.160/29

                       181.88.69.251            0    100      0 ?

*>i  10.123.159.192/29

                       181.88.69.248            0    100      0 ?

*>i  10.123.160.0/27  181.96.115.193           0    100      0 ?

*>i  10.123.160.32/29 181.88.79.180            0    100      0 ?

*>i  10.123.160.32/27 181.88.69.235            0    100      0 ?

*>i  10.123.160.64/27 181.88.69.236            0    100      0 ?

*>i  10.123.162.0/27  181.88.79.205            0    100      0 ?

*>i  10.123.162.16/29 181.88.69.229            0    100      0 ?

*>i  10.123.162.64/27 181.88.79.142            0    100      0 ?

*>i  10.123.162.128/27

                       181.88.79.134            0    100      0 ?

*>i  10.123.162.160/27

                       181.88.78.129            0    100      0 ?

*>i  10.123.162.224/27

                       181.88.69.236            0    100      0 ?

*>i  10.123.163.0/27  181.96.23.155            0    100      0 ?

*>i  10.123.163.64/29 181.88.69.235            0    100      0 ?

*>i  10.123.163.112/29

                       181.88.79.134            0    100      0 ?

*>i  10.123.163.160/29

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.168/29

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.193/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.194/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.195/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.201/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.202/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.203/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.204/32

                       181.96.23.129            0    100      0 ?

*>i  10.123.163.224/29

                       181.88.69.235            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.163.233/32

                       181.88.69.235            0    100      0 ?

*>i  10.123.163.234/32

                       181.88.69.235            0    100      0 ?

*>i  10.123.163.237/32

                       181.88.69.235            0    100      0 ?

*>i  10.123.163.238/32

                       181.88.69.235            0    100      0 ?

*>i  10.123.164.0/27  181.88.78.196            0    100      0 ?

*>i  10.123.164.32/29 181.88.78.196            0    100      0 ?

*>i  10.123.164.32/27 181.88.78.196            0    100      0 ?

*>i  10.123.164.64/27 181.88.78.196            0    100      0 ?

*>i  10.123.164.96/27 181.88.79.205            0    100      0 ?

*>i  10.123.164.128/27

                       181.88.79.205            0    100      0 ?

*>i  10.123.164.129/32

                       181.88.69.229            0    100      0 ?

*>i  10.123.164.130/32

                       181.88.69.229            0    100      0 ?

*>i  10.123.164.160/27

                       181.88.79.205            0    100      0 ?

* i                   181.88.69.229            0    100      0 ?

*>i  10.123.164.192/29

                       181.88.79.180            0    100      0 ?

*>i  10.123.165.0/27  181.88.69.236            0    100      0 ?

*>i  10.123.165.32/29 181.88.69.226            0    100      0 ?

*>i  10.123.165.48/29 181.88.69.226            0    100      0 ?

*>i  10.123.165.57/32 181.88.69.226            0    100      0 ?

*>i  10.123.165.58/32 181.88.69.226            0    100      0 ?

*>i  10.123.165.80/28 181.88.79.173            0    100      0 ?

*>i  10.123.165.96/27 181.88.69.234            0    100      0 ?

*>i  10.123.165.128/27

                       181.88.79.173            0    100      0 ?

*>i  10.123.165.192/27

                       181.96.23.155            0    100      0 ?

*>i  10.123.165.224/27

                       181.88.69.249            0    100      0 ?

*>i  10.123.166.32/27 181.88.79.199            0    100      0 ?

*>i  10.123.166.88/30 181.88.79.134            0    100      0 ?

*>i  10.123.166.92/30 181.88.79.199            0    100      0 ?

*>i  10.123.166.96/27 181.88.79.170            0    100      0 ?

*>i  10.123.166.149/32

                       181.88.69.236            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.166.150/32

                       181.88.69.236            0    100      0 ?

*>i  10.123.166.152/29

                       181.88.69.236            0    100      0 ?

*>i  10.123.166.192/27

                       200.3.61.10              0    100      0 ?

*>i  10.123.166.224/27

                       181.88.69.236            0    100      0 ?

*>i  10.123.167.0/28  181.88.69.249            0    100      0 ?

*>i  10.123.167.13/32 181.88.78.196            0    100      0 ?

*>i  10.123.167.14/32 181.88.78.196            0    100      0 ?

*>i  10.123.167.16/28 200.3.61.10              0    100      0 ?

*>i  10.123.167.32/27 181.88.78.129            0    100      0 ?

*>i  10.123.167.64/29 181.88.78.196            0    100      0 ?

*>i  10.123.167.64/27 200.3.61.10              0    100      0 ?

*>i  10.123.167.72/29 181.88.78.196            0    100      0 ?

*>i  10.123.167.96/27 200.3.61.10              0    100      0 ?

*>i  10.123.167.128/27

                       181.88.69.235            0    100      0 ?

*>i  10.123.167.192/27

                       181.88.69.248            0    100      0 ?

*>i  10.123.167.224/29

                       181.88.69.236            0    100      0 ?

*>i  10.123.167.232/29

                       181.88.69.226            0    100      0 ?

*>i  10.123.168.25/32 181.88.69.236            0    100      0 ?

*>i  10.123.168.26/32 181.88.69.236            0    100      0 ?

*>i  10.123.168.80/29 181.88.78.129            0    100      0 ?

*>i  10.123.168.89/32 181.88.78.129            0    100      0 ?

*>i  10.123.168.91/32 181.88.78.129            0    100      0 ?

*>i  10.123.168.120/29

                       181.88.69.235            0    100      0 ?

*>i  10.123.168.176/28

                       181.88.79.134            0    100      0 ?

*>i  10.123.168.192/29

                       181.88.79.134            0    100      0 ?

*>i  10.123.168.200/29

                       181.88.69.236            0    100      0 ?

*>i  10.123.168.224/27

                       200.3.61.9               0    100      0 ?

*>i  10.123.169.120/32

                       181.89.4.205            92    100      0 ?

*>i  10.123.169.121/32

     Network          Next Hop            Metric LocPrf Weight Path

                       181.89.4.205            82    100      0 ?

*>i  10.123.169.122/32

                       181.89.4.205            92    100      0 ?

*>i  10.123.169.123/32

                       181.89.4.205            92    100      0 ?

*>i  10.123.169.124/32

                       181.89.4.205            82    100      0 ?

*>i  10.123.169.126/32

                       181.89.4.205            82    100      0 ?

*>i  10.123.169.127/32

                       181.89.4.205           102    100      0 ?

*>i  10.123.169.153/32

                       181.89.4.205            92    100      0 ?

*>i  10.123.169.154/32
